SK_ID_CURR,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
100797,Cash loans,F,N,Y,0,180000,1055655,38047.5,891000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.00496,-16262,-8135,-4828,-2660,,1,1,0,1,0,0,Accountants,2,2,2,TUESDAY,18,0,0,0,1,1,0,Business Entity Type 1,0.580818964,0.622888073,0.703203305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-1569,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
100823,Cash loans,M,Y,Y,0,202500,585000,29997,585000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.01452,-11880,-1570,-113,-3866,23,1,1,0,1,0,0,Laborers,2,2,2,THURSDAY,11,0,0,0,0,0,0,Self-employed,0.753378989,0.574776092,0.70918911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,-556,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100826,Cash loans,F,N,N,1,202500,450000,14517,450000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.035792,-14328,-936,-2754,-2777,,1,1,1,1,0,0,Core staff,3,2,2,SUNDAY,18,0,0,0,0,1,1,Agriculture,0.630489083,0.614598512,0.519097338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,-967,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100830,Cash loans,F,N,N,0,112500,625536,31936.5,540000,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.035792,-20549,365243,-13202,-2610,,1,0,0,1,1,0,,2,2,2,MONDAY,16,0,0,0,0,0,0,XNA,,0.671628234,0.565607981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,-448,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100836,Cash loans,M,N,N,2,67500,234576,20263.5,202500,Unaccompanied,Working,Lower secondary,Married,House / apartment,0.01885,-13150,-1586,-2896,-4162,,1,1,1,1,1,0,Laborers,4,2,2,SATURDAY,13,0,0,0,0,0,0,Other,,0.223718491,0.391054977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,9,3,-373,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
100872,Cash loans,M,Y,Y,1,135000,1024740,49428,900000,Unaccompanied,Working,Higher education,Married,House / apartment,0.010643,-11095,-338,-4855,-3590,17,1,1,0,1,0,0,Drivers,3,2,2,TUESDAY,13,0,0,0,0,1,1,Self-employed,0.072618385,0.772121261,0.609275667,0.0835,0.0372,0.9762,0.6736,0.0086,0,0.1379,0.1667,0.2083,0.0662,0.0672,0.0627,0.0039,0.0182,0.0851,0.0386,0.9762,0.6864,0.0087,0,0.1379,0.1667,0.2083,0.0677,0.0735,0.0653,0.0039,0.0192,0.0843,0.0372,0.9762,0.678,0.0087,0,0.1379,0.1667,0.2083,0.0673,0.0684,0.0638,0.0039,0.0185,org spec account,block of flats,0.0532,"Stone, brick",No,0,0,0,0,-1596,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100910,Cash loans,F,Y,N,0,202500,67500,7218,67500,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.028663,-12329,-754,-4672,-4710,2,1,1,1,1,0,0,Managers,2,2,2,SATURDAY,16,0,0,0,0,0,0,Self-employed,0.288527358,0.473261495,,0.1412,0.0904,0.9831,,,0,0.3448,0.1667,,0.1272,,0.1398,,0,0.1439,0.0938,0.9831,,,0,0.3448,0.1667,,0.1301,,0.1457,,0,0.1426,0.0904,0.9831,,,0,0.3448,0.1667,,0.1294,,0.1423,,0,,block of flats,0.1355,"Stone, brick",No,0,0,0,0,-582,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
100913,Cash loans,F,N,Y,0,157500,720000,30505.5,720000,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.022625,-23740,365243,-3183,-4851,,1,0,0,1,1,0,,2,2,2,THURSDAY,12,0,0,0,0,0,0,XNA,0.290899312,0.309203681,0.230158897,0.4845,0.4749,0.9776,0.694,0.2281,0,1,0.1667,0.2083,0.548,0.395,0.4617,0,0,0.4937,0.4929,0.9777,0.706,0.2302,0,1,0.1667,0.2083,0.5605,0.4316,0.481,0,0,0.4892,0.4749,0.9776,0.6981,0.2295,0,1,0.1667,0.2083,0.5576,0.4019,0.47,0,0,reg oper account,block of flats,0.4895,Panel,No,0,0,0,0,-1631,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
100918,Cash loans,M,Y,N,0,180000,118512,7573.5,90000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010006,-10752,-759,-1814,-432,9,1,1,0,1,0,0,Laborers,2,2,1,MONDAY,17,0,0,0,0,0,0,Business Entity Type 1,0.266288428,0.660574079,,0.6639,0.0873,0.996,,,0.48,0.3793,0.625,,,,0.7641,,0.6811,0.6765,0.0906,0.996,,,0.4834,0.3793,0.625,,,,0.7961,,0.7211,0.6703,0.0873,0.996,,,0.48,0.3793,0.625,,,,0.7778,,0.6954,,block of flats,0.7628,Mixed,No,3,1,3,0,-134,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100931,Cash loans,M,Y,Y,0,189000,260640,25906.5,225000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.032561,-20845,-2797,-10800,-4163,13,1,1,0,1,1,0,Drivers,2,1,1,MONDAY,16,0,0,0,0,0,0,Business Entity Type 2,0.873883453,0.681542199,0.576208836,0.1,0.0486,0.9806,0.7348,,0.08,0.0345,0.5417,0.5833,0.0087,,0.0945,,0.0048,0.1019,0.0504,0.9801,0.7452,,0.0806,0.0345,0.5417,0.5833,0.0078,,0.0974,,0.0041,0.101,0.0486,0.9806,0.7383,,0.08,0.0345,0.5417,0.5833,0.0088,,0.0953,,0.0049,reg oper account,block of flats,0.0736,"Stone, brick",No,0,0,0,0,-606,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
100952,Cash loans,M,Y,Y,1,112500,675000,34596,675000,Unaccompanied,Working,Secondary / secondary special,Married,With parents,0.026392,-11788,-3394,-5844,-2234,2,1,1,0,1,0,0,Laborers,3,2,2,TUESDAY,14,0,0,0,0,0,0,Industry: type 11,0.394503166,0.670638809,0.452533559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-1536,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
100953,Cash loans,M,N,N,0,225000,573408,29407.5,495000,Family,Pensioner,Secondary / secondary special,Single / not married,Municipal apartment,0.04622,-21533,365243,-5195,-5090,,1,0,0,1,0,0,,1,1,1,WEDNESDAY,17,0,0,0,0,0,0,XNA,0.402216654,0.625114771,0.680138822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
100965,Cash loans,F,Y,N,0,90000,202500,13068,202500,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.00702,-18559,-569,-10857,-1649,29,1,1,1,1,0,0,Security staff,2,2,2,THURSDAY,10,0,0,0,0,1,1,Security,0.362168407,0.357106241,0.163425695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,9,0,-885,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100970,Cash loans,F,N,Y,0,112500,599778,27792,477000,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.00963,-19418,365243,-3093,-2941,,1,0,0,1,0,0,,1,2,2,WEDNESDAY,10,0,0,0,0,0,0,XNA,,0.601497476,0.595456203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-1247,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100982,Cash loans,F,N,Y,2,112500,481176,23148,360000,Family,Working,Secondary / secondary special,Civil marriage,House / apartment,0.031329,-8699,-1334,-2315,-1373,,1,1,0,1,0,0,Sales staff,4,2,2,WEDNESDAY,11,0,0,0,0,0,0,Trade: type 7,0.179148653,0.508114044,0.465069215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,-883,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100983,Cash loans,M,Y,Y,0,315000,625536,32067,540000,Unaccompanied,Working,Higher education,Married,House / apartment,0.00733,-16489,-777,-6257,-27,1,1,1,0,1,0,1,Drivers,2,2,2,WEDNESDAY,12,0,0,0,0,0,0,Industry: type 3,0.074380809,0.668824969,0.262248971,0.067,0.0764,0.9876,,,0,0.0345,0.1667,,0,,0.0534,,0.1018,0.0683,0.0793,0.9876,,,0,0.0345,0.1667,,0,,0.0557,,0.1077,0.0677,0.0764,0.9876,,,0,0.0345,0.1667,,0,,0.0544,,0.1039,,block of flats,0.0472,"Stone, brick",No,1,0,1,0,-683,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
100984,Cash loans,F,N,N,2,180000,675000,21775.5,675000,Unaccompanied,Working,Higher education,Married,Municipal apartment,0.025164,-10827,-2576,-1800,-2677,,1,1,1,1,1,0,Accountants,4,2,2,TUESDAY,17,0,0,0,0,0,0,Bank,0.632739171,0.427109977,0.424130311,0.1219,0.0758,0.9955,0.9388,0.0475,0.12,0.1034,0.375,0.4167,0.0126,0.099,0.1306,0.0019,0.0117,0.083,0.0435,0.9965,0.9543,0.0192,0.1208,0.1034,0.375,0.4167,0.008,0.0725,0.0832,0,0,0.1239,0.0783,0.996,0.9463,0.0511,0.12,0.1034,0.375,0.4167,0.011,0.1018,0.1376,0,0,reg oper account,block of flats,0.1693,Panel,No,3,2,3,2,-1479,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
100987,Cash loans,M,Y,Y,1,270000,500490,59526,450000,Family,Working,Secondary / secondary special,Married,House / apartment,0.018801,-11854,-2646,-278,-4306,6,1,1,0,1,0,0,Laborers,3,2,2,SATURDAY,10,0,0,0,0,1,1,Business Entity Type 3,0.214165351,0.604915243,0.602386344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-1846,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100997,Cash loans,F,N,Y,0,180000,199152,10296,135000,Unaccompanied,State servant,Higher education,Single / not married,House / apartment,0.025164,-10273,-2513,-6952,-641,,1,1,0,1,0,1,Secretaries,1,2,2,FRIDAY,13,0,0,0,0,0,0,Government,0.261969224,0.539630111,0.45969045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,-1034,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100998,Cash loans,M,Y,N,1,112500,601470,30838.5,450000,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,0.018801,-11144,-2774,-5571,-3799,35,1,1,0,1,0,0,Laborers,3,2,2,SATURDAY,9,0,0,0,1,1,1,Business Entity Type 1,,0.328809286,0.634705531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101002,Cash loans,M,N,Y,0,90000,257391,27157.5,238500,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.0105,-19577,-711,-11775,-3123,,1,1,0,1,1,0,Managers,2,3,3,WEDNESDAY,12,0,0,0,0,0,0,Housing,0.659852897,0.627591768,0.2881296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-1791,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
101005,Cash loans,M,N,Y,1,157500,900000,55062,900000,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,0.018209,-10820,-1328,-7464,-3492,,1,1,0,1,0,1,Laborers,3,3,3,THURSDAY,15,0,0,0,0,0,0,Business Entity Type 3,0.422008452,0.068815154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-697,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
101008,Cash loans,M,N,Y,0,135000,497520,39307.5,450000,Family,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.019689,-13119,-124,-889,-3032,,1,1,1,1,1,1,,1,2,2,TUESDAY,15,0,0,0,0,1,1,Business Entity Type 3,,0.500805516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-630,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
101020,Cash loans,F,N,Y,0,90000,332946,16146,238500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.035792,-16649,-1456,-2775,-192,,1,1,0,1,0,0,,2,2,2,FRIDAY,9,0,0,0,0,1,1,Business Entity Type 3,,0.575513483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,-1875,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101021,Cash loans,F,N,Y,0,180000,225000,23755.5,225000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018209,-17500,-4677,-6555,-1042,,1,1,0,1,0,0,,2,3,3,MONDAY,11,0,0,0,0,0,0,Other,0.585526788,0.286966079,0.76623367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,9,0,-247,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
101024,Cash loans,M,Y,N,2,333000,582804,29884.5,463500,,State servant,Secondary / secondary special,Married,House / apartment,0.005002,-12225,-5644,-3372,-3379,13,1,1,0,1,0,1,,4,3,3,MONDAY,11,0,0,0,0,0,0,Security Ministries,0.299602431,0.650451634,0.403141677,0.001,,0.9861,,,0,0.0345,0,,,,0.0009,,0.0028,0.0011,,0.9861,,,0,0.0345,0,,,,0.0009,,0.0029,0.001,,0.9861,,,0,0.0345,0,,,,0.0009,,0.0028,reg oper account,block of flats,0.0013,Wooden,No,6,1,6,1,-1685,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101025,Cash loans,M,Y,Y,1,81000,375408,29790,297000,Unaccompanied,Working,Secondary / secondary special,Married,With parents,0.010556,-10970,-3546,-778,-3612,5,1,1,0,1,0,0,Security staff,3,3,3,WEDNESDAY,17,0,0,0,0,0,0,Business Entity Type 3,,0.55302201,0.300107757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
101026,Cash loans,F,N,N,0,193500,450000,22977,450000,Unaccompanied,Working,Higher education,Widow,House / apartment,0.031329,-21712,-2790,-12190,-5096,,1,1,0,1,0,0,Managers,1,2,2,FRIDAY,9,0,0,0,0,1,1,Government,,0.251988313,0.678567689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-1656,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7
101031,Cash loans,M,N,N,0,180000,174132,18414,157500,Unaccompanied,Pensioner,Secondary / secondary special,Married,Municipal apartment,0.010643,-20814,365243,-10450,-4313,,1,0,0,1,0,0,,2,2,2,TUESDAY,17,0,0,0,0,0,0,XNA,,0.59096389,0.686382335,0.0495,0.0531,0.9781,0.7008,0.0052,0,0.0345,0.125,0.1667,0.0606,0.0403,0.0298,0,0,0.0504,0.0551,0.9782,0.7125,0.0052,0,0.0345,0.125,0.1667,0.062,0.0441,0.0311,0,0,0.05,0.0531,0.9781,0.7048,0.0052,0,0.0345,0.125,0.1667,0.0617,0.041,0.0304,0,0,reg oper account,block of flats,0.0263,"Stone, brick",No,0,0,0,0,-1536,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
101041,Cash loans,F,N,Y,0,202500,454500,17262,454500,Unaccompanied,Working,Higher education,Separated,House / apartment,0.010006,-17625,-496,-6030,-569,,1,1,1,1,1,0,Core staff,1,2,2,FRIDAY,10,0,0,0,0,0,0,Government,0.666261162,0.710933916,0.431191798,0.1619,0.1254,0.9881,0.8368,0,0.16,0.1379,0.375,0.4167,0.0374,0.132,0.196,0,0.0035,0.1649,0.1301,0.9881,0.8432,0,0.1611,0.1379,0.375,0.4167,0.0382,0.1442,0.2042,0,0.0037,0.1634,0.1254,0.9881,0.839,0,0.16,0.1379,0.375,0.4167,0.038,0.1342,0.1995,0,0.0036,reg oper account,block of flats,0.1835,Panel,No,2,0,2,0,-1700,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101051,Cash loans,F,N,N,0,180000,400392,41157,360000,Family,State servant,Secondary / secondary special,Married,House / apartment,0.035792,-16119,-2632,-10037,-4630,,1,1,0,1,0,0,Accountants,2,2,2,TUESDAY,12,0,0,0,0,0,0,Trade: type 6,0.634706854,0.783038115,0.570916542,0.0928,,0.9801,,,,0.2069,0.1667,,,,0.0897,,0.0901,0.0945,,0.9801,,,,0.2069,0.1667,,,,0.0935,,0.0954,0.0937,,0.9801,,,,0.2069,0.1667,,,,0.0914,,0.092,,block of flats,0.0902,Panel,No,2,0,2,0,-2346,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
101055,Cash loans,F,N,Y,0,90000,157500,11457,157500,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.028663,-14272,-249,-7233,-4256,,1,1,0,1,0,0,,1,2,2,FRIDAY,13,0,0,0,0,0,0,Business Entity Type 3,,0.638800326,0.448962273,0.068,0.0612,0.9767,0.6804,0.0069,0,0.1379,0.1667,0.2083,0.0601,0.0538,0.051,0.0077,0.0583,0.0693,0.0635,0.9767,0.6929,0.0069,0,0.1379,0.1667,0.2083,0.0615,0.0588,0.0531,0.0078,0.0617,0.0687,0.0612,0.9767,0.6847,0.0069,0,0.1379,0.1667,0.2083,0.0612,0.0547,0.0519,0.0078,0.0596,reg oper account,block of flats,0.0671,"Stone, brick",No,5,3,5,3,-293,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101056,Cash loans,F,Y,N,1,112500,358344,28440,283500,"Spouse, partner",Commercial associate,Secondary / secondary special,Married,With parents,0.035792,-9580,-1009,-640,-1913,13,1,1,0,1,0,0,Sales staff,3,2,2,THURSDAY,11,0,0,0,0,0,0,Self-employed,0.290117699,0.21021016,0.142872523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-449,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
101057,Cash loans,M,Y,Y,0,112500,202500,16128,202500,Unaccompanied,Working,Higher education,Married,House / apartment,0.015221,-10539,-820,-4901,-3206,11,1,1,0,1,0,0,Laborers,2,2,2,SATURDAY,13,0,0,0,1,1,0,Self-employed,,0.728352375,0.385914672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,-606,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101064,Cash loans,F,Y,Y,0,63000,112500,12244.5,112500,"Spouse, partner",Pensioner,Secondary / secondary special,Married,House / apartment,0.008068,-22015,365243,-6410,-4904,14,1,0,0,1,1,0,,2,3,3,WEDNESDAY,5,0,0,0,0,0,0,XNA,0.356610607,0.443864909,0.547810466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,-1601,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
101079,Cash loans,F,Y,Y,0,135000,547344,26460,472500,Unaccompanied,Working,Secondary / secondary special,Widow,House / apartment,0.008866,-20213,-503,-11133,-3729,8,1,1,0,1,0,0,Managers,1,2,2,TUESDAY,13,0,0,0,0,0,0,Business Entity Type 3,,0.336835521,0.321735282,0.0918,,0.9846,0.7892,0,0,0.2069,0.1667,0.2083,0,0.0748,0.0864,0,0,0.0935,,0.9846,0.7975,0,0,0.2069,0.1667,0.2083,0,0.0817,0.09,0,0,0.0926,,0.9846,0.792,0,0,0.2069,0.1667,0.2083,0,0.0761,0.088,0,0,reg oper account,block of flats,0.068,Panel,No,0,0,0,0,-474,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101087,Cash loans,M,Y,Y,2,211500,135000,14305.5,135000,Unaccompanied,Working,Higher education,Married,House / apartment,0.020246,-14311,-6144,-5368,-1243,3,1,1,1,1,1,0,Managers,4,3,3,SUNDAY,13,0,0,0,0,0,0,Business Entity Type 2,0.370637173,0.421042863,0.504681319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,-1802,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2
101090,Cash loans,F,N,Y,0,180000,460692,19363.5,301500,Unaccompanied,Pensioner,Secondary / secondary special,Separated,House / apartment,0.018801,-21287,365243,-9996,-4287,,1,0,0,1,0,0,,1,2,2,MONDAY,8,0,0,0,0,0,0,XNA,,0.55143769,0.75037515,0.0773,0.0676,0.9767,0.6804,0.0592,0,0.1724,0.1667,0.0417,0.0643,0.063,0.0444,0.0193,0.149,0.0788,0.0702,0.9767,0.6929,0.0598,0,0.1724,0.1667,0.0417,0.0658,0.0689,0.0463,0.0195,0.1577,0.0781,0.0676,0.9767,0.6847,0.0596,0,0.1724,0.1667,0.0417,0.0655,0.0641,0.0452,0.0194,0.1521,reg oper account,block of flats,0.0673,Panel,No,4,1,4,0,-1435,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
101092,Cash loans,F,N,Y,2,81000,1024740,49428,900000,Unaccompanied,Working,Higher education,Married,House / apartment,0.002134,-12184,-2739,-646,-2178,,1,1,0,1,0,0,,4,3,3,SATURDAY,9,0,0,0,0,0,0,Industry: type 11,,0.430945387,0.410102573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-1239,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2
